MOORPARK CITY LIBRARY,"25,000 - 49,999",Ventura,Municipal Library,"Place (e.g., incorporated city or village, censusdesignated), entirety",Member of a Federation or Cooperative,"Municipal Government (city, town or village)",Southern California Library Cooperative,Ms.,Christine,Melissa,Conwell,City Librarian,699 MOORPARK AVENUE,MOORPARK,93021,1115,(805) 517-6370,(805) 517-6370,http://www.moorparklibrary.org,12.00,"2,977","55,980",Annual Count,9.00,3.00,3.00,4.50,7.50,34,402.00,"$1,280,917","$2,870",$0,$0,"$1,283,787","$31,324",$0,$0,$0,"$31,324","$340,974","$115,377","$456,351","$40,712","$2,511","$43,223","$29,325","$3,994","$76,542","$503,007","$1,035,900",$0,"14,910","4,377","30,723","1,452","4,816",No,0,No,0,156,"37,147",14,"205,389",484,"31,616",1,23,24,"82,879","54,740","1,940","4,762","5,192",0,0,198,"11,456","20,244",123,"20,367","94,335","31,823","114,702","1,207",Annual Count,No,$0.00,$0.00,$0.00,356,"7,067",211,"5,513",109,109,0,"2,358","2,358",0,102,102,0,"3,155","3,155",0,56,48,8,219,174,45,73,61,12,670,570,100,16,16,0,665,665,0,43,"2,534",0,0,29,"1,505",,Yes,"3,881",Annual Count,"115,413",-1,,7,Polaris (Innovative)
MORENO VALLEY PUBLIC LIBRARY,"150,000 - 499,999",Riverside,Municipal Library,"Place (e.g., incorporated city or village, censusdesignated), entirety",Member of a Federation or Cooperative,"Municipal Government (city, town or village)",Inland Library System,Ms.,Maria,,Sunio,Library Director,25480 ALESSANDRO BLVD,MORENO VALLEY,92553,4368,(951) 413-3880,(951) 413-3897,http://www.moval.org/mv-library,50.00,"8,858","273,414",Annual Count,34.00,3.08,4.81,21.14,25.95,132,"7,824.00","$3,547,464","$48,755","$9,611",$500,"$3,606,330",$0,$0,$0,$0,$0,"$48,166","$37,120","$85,286","$121,453","$2,034","$123,487","$91,773","$15,457","$230,717","$2,973,569","$3,289,572",$0,"32,620","3,550",,"1,046","7,818",Yes,2,Yes,131,511,"9,508",3,"250,247",499,"31,755",8,24,32,"236,455","140,193","13,445","7,224","8,627",-1,758,"1,803","15,555","4,536","3,612","8,148","252,010","23,703","260,158","82,483",Annual Estimate Based on Typical Week(s),Yes,$0.50,$0.50,$0.25,977,"17,847",483,"10,880",379,379,0,"8,184","8,184",0,104,104,0,"2,696","2,696",0,118,118,0,881,881,0,246,220,26,"1,934","1,851",83,130,130,0,"4,152","4,152",0,35,"3,844",4,27,260,"7,460","Themed coloring sheets; themed activity sheets, such as word search, image search, interactive displays such a ballot for favorite pet animal, craft kits.",Yes,"25,060",Annual Count,-1,"142,386",Annual Count,49,Polaris (Innovative)
MOUNTAIN VIEW PUBLIC LIBRARY,"70,000 - 99,999",Santa Clara,Municipal Library,"Place (e.g., incorporated city or village, censusdesignated), entirety",Member of a Federation or Cooperative,"Municipal Government (city, town or village)",Pacific Library Partnership,Ms.,Tracy,A.,Gray,Library Services Director,585 FRANKLIN ST.,MOUNTAIN VIEW,94041,1998,(650) 903-6887,(650) 903-6887,http://library.mountainview.gov,12.00,"3,375","362,998",Annual Count,66.00,19.57,19.57,22.28,41.85,3,154.00,"$7,460,198",$500,$0,"$74,562","$7,535,260","$147,473",$0,$0,$0,"$147,473","$3,553,445","$1,683,890","$5,237,335","$235,805","$9,137","$244,942","$436,112","$62,816","$743,870","$393,271","$6,374,476","$19,370","100,029","14,550","210,176","19,880","17,926",No,0,No,0,"1,175","249,157",81,"813,343","179,604","56,078",83,24,107,"1,029,205","630,585","36,156","18,403","10,575",0,0,"9,565","271,596","51,641","50,769","102,410","1,300,801","374,006","1,403,211","21,627",Annual Count,No,$0.00,$0.00,$0.00,481,"24,781",178,"15,086",92,90,2,"10,004","9,944",60,86,72,14,"5,082","4,400",682,30,29,1,362,356,6,245,143,102,"5,541","3,068","2,473",28,28,0,"3,792","3,792",0,1,71,21,"7,914",26,"4,486","Craft kits, take and plant seeds.",No,"25,014",Annual Count,"302,707",-1,,27,Sierra (Innovative)
MURRIETA PUBLIC LIBRARY,"100,000 - 149,999",Riverside,Municipal Library,"Place (e.g., incorporated city or village, censusdesignated), entirety",Member of a Federation or Cooperative,"Municipal Government (city, town or village)",Inland Library System,Mr.,Melvin,,Racelis,Library Manager,8 TOWN SQUARE,MURRIETA,92562,9172,(951) 304-2665,(951) 304-2665,http://www.murrietalibrary.info,28.00,"2,184","80,319",Annual Count,26.00,4.25,4.25,9.98,14.23,358,"2,012.00","$2,764,063","$54,015","$48,050","$47,887","$2,914,015",$0,"$752,813",$0,$0,"$752,813","$1,159,054","$597,435","$1,756,489","$81,662","$3,500","$85,162","$21,800","$18,038","$125,000","$937,223","$2,818,712","$10,314","29,056","4,959","77,487","4,467","11,827",Yes,9,Yes,9,812,"94,611",39,"338,970","77,932","3,100",39,23,62,"405,786","252,921","2,613","13,062","24,242",79,101,"9,502",614,"3,638",-1,"3,638","406,400","4,252","410,038","56,023",Annual Count,Yes,$0.25,$0.25,$0.10,208,"21,679",130,"19,756",53,53,0,"3,827","3,827",0,77,77,0,"15,929","15,929",0,49,49,0,825,825,0,29,29,0,"1,098","1,098",0,0,0,0,0,0,0,9,414,3,781,18,"1,242","Our take-home kits are a mixture of crafts, games and contests (photo, art, etc).",Yes,"10,379",Annual Count,-1,-1,,23,Polaris (Innovative)
NAPA COUNTY LIBRARY,"100,000 - 149,999",Napa,County Library with Dedicated Tax,"County or Equivalent, remainder excluding AEs of contained geographies",Member of a Federation or Cooperative,City/County,NorthNet Library System,Mr.,Anthony,,Halstead,Library Director,580 COOMBS ST.,NAPA,94559,3396,(707) 253-4241,(707) 253-4235,https://www.countyofnapa.org/library/,787.00,"10,011","283,249",Annual Count,49.50,10.00,10.00,39.00,49.00,85,"3,216.00","$11,872,309","$165,673","$142,576","$929,120","$13,109,678",$0,$0,$0,$0,$0,"$4,403,593","$2,043,260","$6,446,853","$290,340","$27,843","$318,183","$260,215","$188,982","$767,380","$2,771,510","$9,985,743","$139,220","56,120","7,053","141,099","12,284","16,510",Yes,100,Yes,450,"45,062","215,505",571,"2,280,116",2,"171,826",30,24,54,"677,131","339,660","37,114","17,358","17,119",250,"1,614","16,687","189,029","10,265",-1,"10,265","866,160","199,294","876,425","40,049",Annual Count,No,,,,773,"21,560",422,"14,597",337,337,0,"9,006","9,006",0,85,85,0,"5,591","5,591",0,56,56,0,"1,173","1,173",0,234,209,25,"3,024","2,422",602,61,61,0,"2,766","2,766",0,75,"5,109",0,0,40,"3,676",Program DateProgram Name Jul-22Adult/Teen Craft Kit Jul-22SLA SM contest #1 Jul-22SLA SM contest #2 Jul-22SLA SM contest #3 Jul-22SLA SM Contest #4 Jul-22SLA SM contest #5 Jul-22teen web #1 Jul-22YA summer display Jul-22teen web #2 Jul-22teen web #3 Aug-22Teen web #1 Aug-22Adult/Teen Masala Chai Kit Aug-22India/Chai book display Sep-22YA scary book display 22-AugBIPOC Women of Sci-Fi Display 22-SepDelicious Picture books (books w/recipes) display 22-SepBanned Book Display 22-SepCraft book sale N/AYA scary book display N/AYA board #1 varies oct 2022Sugar Skull craft (take home) 4-NovHot Pad Kit Nov. 1-8Voting Display Nov. 17-26Gratitude display Nov. 9-16Fall Display teen web #1 30-NovThankful Tree 13-DecCard Making Christmas 9-DecSnowy Owl Craft Kit DecSpice Cookie Packets 13-JanSmoked Paprika Tak-&-Make Kits 15-AprIN-N-Out Cover to Cover 15-AprIN-N-Out Cover to Cover 15-AprIN-N-Out Cover to Cover 15-AprIN-N-Out Cover to Cover 4-MayStar Wars Origami 5-MayTurmeric Kit MayAegis Book Club 9-JunRainbow pride craft kit June 1-30Pride display,No,"32,945",Annual Count,"131,008","26,349",Annual Count,29,Polaris (Innovative)
NATIONAL CITY PUBLIC LIBRARY,"50,000 - 69,999",San Diego,Municipal Library,"Place (e.g., incorporated city or village, censusdesignated), entirety",Member of a Federation or Cooperative,"Municipal Government (city, town or village)",Serra Cooperative Library System,Ms.,Danielle ,,Ghio,Acting City Librarian ,1401 NATIONAL CITY BLVD.,NATIONAL CITY,91950,3314,(619) 470-5800,(619) 470-5830,http://www.nationalcityca.gov/government/library,9.00,"2,585","95,120",Annual Count,40.00,7.38,7.38,15.13,22.52,24,926.00,"$2,147,422","$65,755","$16,421","$41,947","$2,271,545",$0,$0,$0,$0,$0,"$899,090","$322,453","$1,221,543","$45,000","$5,699","$50,699","$23,000","$10,000","$83,699","$1,092,179","$2,397,421",$0,"71,236","6,314","182,149","3,392","21,111",Yes,130,Yes,70,0,"206,852",,"135,132","7,258",0,4,23,27,"74,460","22,840","3,701",0,0,370,285,0,"3,887","4,936","137,160","142,096","78,347","145,983","220,443","3,058",Annual Count,No,$0.00,$0.00,$0.00,179,"3,541",161,"2,050",13,13,0,46,46,0,148,148,0,"2,004","2,004",0,11,11,0,678,678,0,5,5,0,521,521,0,2,1,1,292,160,132,1,160,105,"7,526",95,"3,174",Make and take teen crafts ,Yes,"19,895",Annual Count,"43,377","11,107",Annual Count,85,Horizon (SirsiDynix)
NEVADA COUNTY LIBRARY,"100,000 - 149,999",Nevada,County Library General Fund,"County or Equivalent, entirety",Member of a Federation or Cooperative,County/Parish,NorthNet Library System,Mr.,Nick,,Wilczek,County Librarian,980 HELLING WAY,NEVADA CITY,95959,8619,(530) 265-1407,(530) 265-7050,http://mynevadacounty.com/library,978.00,"10,712","152,331",Annual Count,39.00,7.00,16.00,22.00,38.00,16,877.50,"$6,562,781","$144,495",$0,"$262,717","$6,969,993",$0,$0,$0,$0,$0,"$2,008,437","$1,509,380","$3,517,817","$135,572","$16,966","$152,538","$89,573","$168,816","$410,927","$2,522,472","$6,451,216",$0,"41,521","6,257","183,294","4,761","10,407",No,0,Yes,119,242,"198,823",,"1,036,851","222,920","58,637",10,23,33,"655,351","262,641","3,131",64,78,0,"1,306","2,153","158,060","11,377","3,356","14,733","813,411","172,793","828,144",-1,,No,$0.00,$0.00,$0.00,"2,340","40,678","1,261","27,705",646,536,110,"10,880","9,565","1,315",615,615,0,"16,825","16,825",0,118,118,0,"1,201","1,201",0,948,911,37,"10,037","9,890",147,13,13,0,"1,735","1,735",0,153,"6,263",111,-1,376,"29,156","scavenger hunts, coloring pages, self-directed in-library crafts, opinion polls, etc. ",No,"18,254",Annual Count,"28,029",-1,,105,Polaris (Innovative)
NEWPORT BEACH PUBLIC LIBRARY,"70,000 - 99,999",Orange,Municipal Library,"Place (e.g., incorporated city or village, censusdesignated), entirety",Member of a Federation or Cooperative,"Municipal Government (city, town or village)",Santiago,Ms.,Melissa,,Hartson,Library Services Director,1000 AVOCADO AVE.,NEWPORT BEACH,92660,7915,(949) 717-3800,(949) 717-3860,http://www.newportbeachlibrary.org,51.00,"12,492","623,295",Annual Count,69.00,14.00,14.00,36.10,50.10,221,"7,173.00","$10,137,622","$47,802",$0,"$343,053","$10,528,477",$0,$0,$0,$0,$0,"$3,526,376","$2,131,738","$5,658,114","$354,387","$33,739","$388,126","$338,366","$42,433","$768,925","$3,166,242","$9,593,281",$0,"74,880","6,142","209,576","19,270","33,200",No,0,Yes,5,"3,557","265,608",274,"71,532","14,590","31,624",32,17,49,"1,136,638","613,888","14,394",579,83,0,63,"42,668","193,784","37,577","475,398","512,975","1,330,422","706,759","1,843,397","108,242",Annual Count,Yes,$0.25,$0.25,$0.25,998,"64,864",580,"40,197",432,432,0,"26,954","26,954",0,148,148,0,"13,243","13,243",0,23,23,0,458,458,0,387,300,87,"9,804","9,171",633,8,8,0,"14,405","14,405",0,16,"5,146",7,429,62,"4,085","Drop in crafts, Zine kits, scavenger hunts, and reading challenges.",Yes,"39,863",Annual Count,"809,975","129,667",Annual Count,86,Symphony (SirsiDynix)
OAKLAND PUBLIC LIBRARY,"150,000 - 499,999",Alameda,Municipal Library,"Multi-Place, entirety",Member of a Federation or Cooperative,"Municipal Government (city, town or village)",Pacific Library Partnership,Ms.,Jamie,Lee,Turbak,Director,125 14TH ST.,OAKLAND,94612,4310,(510) 238-3281,(510) 238-3138,http://oaklandlibrary.org,53.00,"43,256","1,200,000",Annual Estimate Based on Typical Week(s),375.00,63.18,63.18,120.79,183.96,800,"6,288.00","$48,293,357","$539,567",$0,"$521,997","$49,354,921","$3,684,000","$1,918,824",$0,$0,"$5,602,824","$19,261,019","$14,390,702","$33,651,721","$1,206,153","$126,870","$1,333,023","$1,672,016","$257,034","$3,262,073","$8,617,354","$45,531,148","$102,823","347,257","43,177","887,133","37,273","73,200",Yes,0,Yes,335,"9,530","1,007,471","2,621","1,247,690","618,710","28,525",50,24,74,"2,176,117","1,243,346","164,072","17,943","22,489",0,"2,476","74,135","760,503","93,665","2,022,363","2,116,028","2,936,620","2,876,531","5,052,648","536,522",Annual Estimate Based on Typical Week(s),No,$0.00,$0.00,$0.00,"4,942","111,984","2,983","82,712","1,104","1,104",0,"35,635","35,635",0,"1,879","1,879",0,"47,077","47,077",0,997,997,0,"7,161","7,161",0,850,803,47,"18,795","17,823",972,112,112,0,"3,316","3,316",0,317,"16,467",26,"2,354",-1,-1,,No,"100,073",Annual Count,"1,723,690","57,868",Annual Count,291,Sierra (Innovative)
OCEANSIDE PUBLIC LIBRARY,"150,000 - 499,999",San Diego,Municipal Library,"Place (e.g., incorporated city or village, censusdesignated), entirety",Member of a Federation or Cooperative,"Municipal Government (city, town or village)",Serra Cooperative Library System,Ms.,Cathy (CJ),Jo,DiMento,Library Director,330 N. COAST HIGHWAY,OCEANSIDE,92054,2824,(760) 435-5560,(760) 435-5600,http://www.oceansidepubliclibrary.org,44.00,"7,948","353,308",Annual Count,70.00,14.00,14.00,28.92,42.92,203,"20,472.00","$6,172,857","$1,253,320","$66,139","$166,805","$7,659,121",$0,$0,$0,$0,$0,"$3,015,931","$1,267,038","$4,282,969","$196,577","$11,760","$208,337","$122,220","$22,575","$353,132","$3,023,020","$7,659,121","$82,080","77,410","12,450","154,798","4,740","8,542",Yes,24,Yes,24,383,"168,511",,"883,474","598,444","27,494",5,24,29,"348,267","209,132","10,989","3,499","11,639",32,32,383,"91,391","10,161","5,600","15,761","439,658","107,152","455,419","48,809",Annual Count,No,$0.00,$0.00,$0.00,"1,611","47,890",850,"37,304",362,362,0,"12,923","12,923",0,488,428,60,"24,381","23,799",582,119,114,5,"1,224","1,214",10,611,543,68,"6,836","6,049",787,31,31,0,"2,526","2,526",0,108,"5,828",0,0,37,"16,258",Take home craft kits. Scavenger Hunts in the Library.,Yes,"31,124",Annual Count,-1,-1,,88,Sierra (Innovative)
ONTARIO CITY LIBRARY,"150,000 - 499,999",San Bernardino,Municipal Library,"Place (e.g., incorporated city or village, censusdesignated), entirety",Member of a Federation or Cooperative,"Municipal Government (city, town or village)",Inland Library System,Mr.,Shawn,M.,Thrasher,Library Director,215 EAST C STREET,ONTARIO,91764,4111,(909) 395-2216,(909) 395-2205,https://www.ontarioca.gov/Library,50.00,"5,824","239,069",Annual Count,58.00,13.00,13.00,24.04,37.04,158,"3,567.50","$6,024,892",$0,$0,$0,"$6,024,892","$44,000","$31,725",$0,$0,"$75,725","$2,078,639","$687,982","$2,766,621","$240,400","$14,800","$255,200","$52,500","$47,000","$354,700","$1,411,837","$4,533,158","$44,000","102,454","16,959","222,649","6,004","24,570",Yes,10,Yes,31,178,"253,442",132,"233,699","2,493",0,5,24,29,"353,917","203,609","13,818","1,332",266,-1,-1,-1,"33,671","13,432",-1,"13,432","387,588","47,103","401,020","61,971",Annual Count,Yes,$0.15,$0.15,$0.15,596,"19,632",319,"14,801",226,226,0,"6,946","6,946",0,93,93,0,"7,855","7,855",0,78,78,0,609,609,0,123,123,0,"1,286","1,286",0,76,76,0,"2,936","2,936",0,35,385,0,0,45,"1,447","Craft bags for families and adults, story-walk, and bulletin board and book displays with an engaging element for patron.",Yes,"20,031",Annual Count,-1,-1,,77,Polaris (Innovative)
ORANGE COUNTY PUBLIC LIBRARIES,"500,000+",Orange,County Library with Dedicated Tax,"County or Equivalent, remainder excluding AEs of contained geographies",Member of a Federation or Cooperative,County/Parish,Santiago,Ms.,Julie,,Quillman,County Librarian,1501 E. ST. ANDREW PLACE,SANTA ANA,92705,4930,(714) 566-3000,(714) 566-3000,http://www.ocpl.org/,556.00,"77,984","3,122,751",Annual Count,398.00,117.50,118.50,237.13,355.63,"7,969","42,127.00","$72,597,338","$466,587","$426,131","$7,656,754","$81,146,810",$0,$0,$0,"$568,650","$568,650","$20,563,082","$11,735,785","$32,298,867","$3,732,877","$146,384","$3,879,261","$1,836,762","$1,060,294","$6,776,317","$25,331,583","$64,406,767","$2,692,965","688,486","84,791","1,381,571","66,367","146,373",Yes,63,Yes,114,"2,339","1,596,827","2,650","100,738","46,469","7,305",36,24,60,"7,346,769","4,776,852","399,390",993,"4,399",665,"1,530","22,911","1,728,484","111,947","1,037,737","1,149,684","9,075,253","2,878,168","10,224,937","587,303",Annual Count,No,$0.00,$0.00,$0.00,"13,273","516,374","5,761","245,173","2,694","2,616",78,"99,201","96,401","2,800","3,067","3,067",0,"145,972","145,972",0,"1,146","1,142",4,"18,374","18,355",19,"2,706","2,583",123,"30,181","29,292",889,"3,660","3,653",7,"222,646","222,517",129,338,"36,408",43,"27,208","1,600","160,419",Craft bags,Yes,"258,322",Annual Count,"3,979,869","520,178",Annual Count,516,Symphony (SirsiDynix)
ORANGE PUBLIC LIBRARY,"100,000 - 149,999",Orange,Municipal Library,"Place (e.g., incorporated city or village, censusdesignated), entirety",Member of a Federation or Cooperative,"Municipal Government (city, town or village)",Santiago,Mr.,Dave,,Curtis,Library Services Director,407 E CHAPMAN AVE,ORANGE,92866,1594,(714) 288-2471,(714) 288-2410,www.orangepubliclibrary.org,24.00,"6,995","258,478",Annual Count,67.00,14.00,14.00,27.96,41.96,198,"11,242.87","$6,825,619","$114,101",$0,"$124,851","$7,064,571","$15,896","$13,134","$541,865","$31,239","$602,134","$2,686,411","$743,830","$3,430,241","$112,709","$7,602","$120,311","$103,844","$28,397","$252,552","$2,002,765","$5,685,558","$127,066","62,724","7,623","131,518","10,889","17,583",Yes,46,Yes,34,271,"160,341",61,"158,911",578,"94,656",9,19,28,"444,692","278,495","15,179",20,381,"1,558",367,"2,212","125,051","24,022","89,124","113,146","569,743","238,197","682,889","19,391",Annual Count,No,$0.00,$0.00,$0.00,429,"22,646",238,"12,070",161,161,0,"7,443","7,443",0,77,77,0,"4,627","4,627",0,63,63,0,482,482,0,68,68,0,"1,020","1,020",0,60,60,0,"9,074","9,074",0,2,545,0,0,43,"3,892","take home crafts (like design a sparkly fish, drop in valentines, Lavender Sachet take and make, friendship bracelets, Drop-In Tidepool crafts, birdseed ornament take and make).",Yes,"24,903",Annual Count,"260,692","48,995",Annual Count,99,Symphony (SirsiDynix)
ORLAND FREE LIBRARY,"0-24,999",Glenn,Municipal Library,"County or Equivalent, overlap",Member of a Federation or Cooperative,"Municipal Government (city, town or village)",NorthNet Library System,Ms.,Jody,,Meza,City Librarian,333 MILL ST.,ORLAND,95963,1788,(530) 865-1640,-1,http://www.orlandfreelibrary.org,660.00,"3,516","18,910",Annual Count,11.00,1.44,1.44,3.65,5.09,8,208.00,"$555,262",$0,$0,$0,"$555,262","$139,334","$278,667",$0,$0,"$418,001","$310,016","$170,533","$480,549","$15,390",$0,"$15,390",$651,$0,"$16,041","$58,726","$555,316",$0,"13,774","1,904","58,271","1,648","5,567",Yes,40,Yes,0,73,"65,599",26,"197,125","26,424",0,1,22,23,"26,828","9,794",732,74,95,42,0,44,"5,793","1,580",-1,"1,580","32,621","7,373","34,201",-1,,No,,,,75,953,74,757,38,38,0,216,216,0,36,36,0,541,541,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,196,196,0,3,319,0,0,36,636,"Themed sheet of rhymes, songs, fingerplays & suggested library titles attached to bag of craft supplies for related activity",Yes,"2,935",Annual Count,"10,107",-1,,19,Koha (Equinox)
OXNARD PUBLIC LIBRARY,"150,000 - 499,999",Ventura,Municipal Library,"Place (e.g., incorporated city or village, censusdesignated), entirety",Member of a Federation or Cooperative,"Municipal Government (city, town or village)",Southern California Library Cooperative,,VACANT,,VACANT,Library Director,251 SOUTH A ST.,OXNARD,93030,5750,(805) 385-7500,(805) 385-7532,www.oxnard.org/library,25.00,"6,864","119,633",Annual Count,36.00,7.55,7.55,19.46,27.01,85,"4,218.75","$4,706,746",$0,"$5,107","$34,032","$4,745,885",$0,$0,$0,$0,$0,"$1,545,141","$1,275,212","$2,820,353","$100,136","$1,838","$101,974","$42,417",$0,"$144,391",$0,"$2,964,744",$0,"120,678","15,651","302,311","16,600","16,375",Yes,0,Yes,0,69,"335,355",,"2,500",262,6,2,23,25,"60,995","38,553","10,079",208,120,24,,27,"16,059","4,675",512,"5,187","77,054","21,246","82,241","44,269",Annual Count,No,,,,475,"12,124",316,"9,461",193,193,0,"2,832","2,832",0,123,123,0,"6,629","6,629",0,67,67,0,"1,431","1,431",0,88,88,0,868,868,0,4,4,0,364,364,0,29,"5,519",6,-1,-1,-1,,Yes,"14,254",Annual Count,"77,967","20,562",Annual Estimate Based on Typical Week(s),46,Symphony (SirsiDynix)
PACIFIC GROVE PUBLIC LIBRARY,"0-24,999",Monterey,Municipal Library,"Place (e.g., incorporated city or village, censusdesignated), entirety",Member of a Federation or Cooperative,"Municipal Government (city, town or village)",Pacific Library Partnership,Ms.,Diana,Young,Godwin,Director,550 CENTRAL AVE.,PACIFIC GROVE,93950,2789,(831) 648-5760,(831) 648-5762,http://www.pacificgrovelibrary.org,3.00,"2,117","60,677",Annual Count,9.00,3.50,3.50,5.50,9.00,19,"1,435.00","$1,223,728","$7,576",$0,"$74,709","$1,306,013",$0,$0,$0,"$41,838","$41,838","$631,936","$371,195","$1,003,131","$57,853","$8,913","$66,766","$18,733","$10,450","$95,949","$87,404","$1,186,484","$33,617","15,802","2,445","45,674","1,663","5,048",No,0,No,0,137,"52,522",80,"25,382","16,906",0,39,23,62,"190,653","70,612",293,0,0,0,0,761,"31,991","5,496","22,007","27,503","222,644","59,494","250,147","34,189",Annual Count,No,$0.00,$0.00,$0.00,478,"13,787",300,"10,135",223,223,0,"7,732","7,732",0,77,77,0,"2,403","2,403",0,18,18,0,119,119,0,88,88,0,"2,110","2,110",0,72,72,0,"1,423","1,423",0,131,"2,624",3,241,222,"2,052","Scavenger Hunt, Bingo, Guess the Shredded Book, Guess How Many Bookworms, and such.",No,"3,191",Annual Count,"65,835","18,000",Annual Estimate Based on Typical Week(s),6,Koha (Equinox)
PALM SPRINGS PUBLIC LIBRARY,"25,000 - 49,999",Riverside,Municipal Library,"Place (e.g., incorporated city or village, censusdesignated), entirety",Member of a Federation or Cooperative,"Municipal Government (city, town or village)",Inland Library System,Ms.,Jeannie,Michelle,Kays,Director of Library Services,300 S. SUNRISE WAY,PALM SPRINGS,92262,7699,(760) 322-7323,(760) 322-7323,http://www.palmspringslibrary.org,106.00,"5,415","120,225",Annual Count,17.00,6.50,6.50,7.50,14.00,12,738.00,"$2,971,148","$5,000","$14,504",$0,"$2,990,652",$0,"$6,650,488",$0,$0,"$6,650,488","$1,232,760","$896,371","$2,129,131","$90,339","$13,081","$103,420","$94,721","$81,254","$279,395","$562,622","$2,971,148",$0,"17,602","5,171","98,708","8,437","29,785",No,0,Yes,80,60,"137,070",114,"161,792","3,655","31,887",9,24,33,"251,691","34,552","4,103",819,198,0,761,52,"51,635","2,988","19,722","22,710","303,326","74,345","326,036","9,210",Annual Count,No,$0.00,$0.00,$0.00,327,"5,715",79,"2,140",37,37,0,661,661,0,42,42,0,"1,479","1,479",0,77,77,0,554,554,0,129,92,37,"1,542","1,102",440,42,42,0,"1,479","1,479",0,0,0,0,0,32,"2,124","Craft kits, coloring sheets, puzzles, games etc. ",Yes,"18,353",Annual Count,"95,824","17,951",Annual Count,46,Polaris (Innovative)
PALMDALE CITY LIBRARY,"150,000 - 499,999",Los Angeles,Municipal Library,"Place (e.g., incorporated city or village, censusdesignated), entirety",Member of a Federation or Cooperative,"Municipal Government (city, town or village)",Southern California Library Cooperative,Mr.,Robert,,Shupe,Director,700 E. PALMDALE BLVD.,PALMDALE,93550,4742,(661) 267-5600,(661) 267-5600,http://www.cityofpalmdale.org/library,103.00,"2,910","51,096",Annual Count,15.00,3.00,3.00,9.00,12.00,106,846.00,"$1,513,435",$0,"$24,334","$32,134","$1,569,903",$0,$0,$0,$0,$0,-1,-1,$0,"$109,869","$6,631","$116,500","$84,185","$24,189","$224,874","$1,360,592","$1,585,466",$0,"32,944","7,810","73,028","3,792","6,870",Yes,32,Yes,37,238,"83,997",24,"1,078,729","577,618","68,165",7,24,31,"148,593","85,558","9,545","7,434","4,387",11,154,636,"12,079","9,329","6,934","16,263","160,672","28,342","176,935","10,569",Annual Count,No,$0.00,$0.00,$0.00,165,"6,300",78,"1,811",76,76,0,"1,770","1,770",0,2,2,0,41,41,0,4,4,0,31,31,0,25,23,2,597,560,37,58,58,0,"3,861","3,861",0,41,"3,696",3,895,34,"2,290","Coffee & Coloring, I Spy, Teen Geek Club, PCL writing group",Yes,"12,241",Annual Count,"33,811","18,636",Annual Count,20,Polaris (Innovative)
PALO ALTO CITY LIBRARY,"50,000 - 69,999",Santa Clara,Municipal Library,"Place (e.g., incorporated city or village, censusdesignated), entirety",Member of a Federation or Cooperative,"Municipal Government (city, town or village)",Pacific Library Partnership,Ms.,Gayathri,,Kanth,Library Director,270 FOREST AVE,PALO ALTO,94301,2512,(650) 329-2516,(650) 329-2436,https://library.cityofpaloalto.org/,26.00,"8,872","642,474",Annual Count,77.00,16.00,19.00,36.50,55.50,249,"1,897.50","$10,210,694","$17,606","$6,000","$156,306","$10,390,606","$540,000",$0,$0,$0,"$540,000","$4,424,210","$3,620,008","$8,044,218","$217,758","$30,732","$248,491","$364,622","$99,909","$713,022","$538,294","$9,295,534","$30,528","106,526","12,322","249,227","9,361","27,068",Yes,15,No,0,278,"285,949",156,"206,151","35,688","3,982",42,24,66,"1,084,134","709,273","51,504","10,662","8,180",294,0,"1,614","165,487","172,102","598,739","770,841","1,249,621","936,328","2,020,462","5,087",Annual Count,No,$0.00,$0.00,$0.00,701,"32,616",309,"25,039",179,164,15,"18,379","15,774","2,605",130,101,29,"6,660","5,557","1,103",101,54,47,"3,427","2,060","1,367",291,213,78,"4,150","2,971","1,179",0,0,0,0,0,0,16,"2,872",73,"3,452",1,235,Storywalk in park featuring children's book,No,"21,875",Annual Count,"578,426",-1,,30,Sierra (Innovative)
PALO VERDE VALLEY LIBRARY DISTRICT,"0-24,999",Riverside,Special District Library,"School District - Unified, overlap",Member of a Federation or Cooperative,Library District,Non-affiliated,Ms.,Kime,J.,Williams,Library Director,125 W. CHANSLORWAY,BLYTHE,92225,1245,(760) 922-5371,(760) 922-5371,http://www.blythelibrary.org,"1,003.00","1,860","19,304",Annual Count,5.00,0.00,0.88,2.90,3.77,0,31.25,"$440,795",$0,$0,"$13,224","$454,019",$0,$0,$0,$0,$0,"$188,340","$96,070","$284,410","$7,041",$0,"$7,041",$0,$207,"$7,248","$82,994","$374,652",$0,"15,082","2,829","42,172","1,015","1,332",No,0,No,0,0,"44,519",0,0,0,0,0,16,16,"31,969","18,237",87,0,0,0,0,0,0,204,0,204,"31,969",204,"32,173",-1,Annual Count,Yes,$0.20,$0.20,$0.20,50,855,49,840,36,36,0,451,451,0,13,13,0,389,389,0,0,0,0,0,0,0,1,1,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,"3,077",Annual Count,"2,425",579,Annual Count,8,Symphony (SirsiDynix)
